id|Text|Scene|Tag
VOICE_4893|I am trying to cut down on my carbon footprint by eating less 牛肉类产品.|环保|EN
VOICE_4894|Found a baby 乌鸦 in my yard, what should I feed it?|宠物|EN
VOICE_4895|Writing 报告 is an important skill to develop during college years.|教育|EN
VOICE_4896|I wonder how many people know that e-waste can be so harmful.电子垃圾回收 is an important topic that people need to discuss more.|环保|EN
VOICE_4897|今天这只pet hamster把我手上的sunflower seeds统统都吃了。|宠物|ZH
VOICE_4898|The 篮球 game last night was really good!|健康|EN
VOICE_4899|My dog is always panting and seems to be 喘息了, should I be worried?|宠物|EN
VOICE_4900|Can you provide an update on the team’s performance 目标?|工作|EN
VOICE_4901|Tonight我想去参加一个 quiz challenge 考考智力！|娱乐|ZH
VOICE_4902|I enjoy 每日一汤 detox soup for a health boost.|健康|EN
VOICE_4903|I love to experience local 文化 through food and festivals.|旅行|EN
VOICE_4904|我们可以一起去参加一个 game night 玩得开心！|娱乐|ZH
VOICE_4905|We need to implement strategies for 学生 success in online learning.|教育|EN
VOICE_4906|Let’s go to a local fair and enjoy the rides and games.|娱乐|EN
VOICE_4907|你了解 blockchain 技术吗？我正在做一份关于它的报告。|工作|ZH
VOICE_4908|I'm going to bring 绿豆糕 to the potluck.|美食|EN
VOICE_4909|我认为 government 应该出台更严格的环保法规。|环保|ZH
VOICE_4910|试试这家teahouse，我觉得你会喜欢他们的loose leaf tea。|美食|ZH
VOICE_4911|我认为每个人都应该有运动（Physical activity）的习惯，保持健康。|健康|ZH
VOICE_4912|I have been using this 太极 app, and my flexibility has improved alot.|健康|EN
VOICE_4913|Eric成功地完成了这个 web development 项目。|工作|ZH
VOICE_4914|Many companies are now investing in renewable energy to reduce 碳排放.|环保|EN
VOICE_4915|The 学习工具 provided by our school has helped us immensely.|教育|EN
VOICE_4916|Our biology 教学给 was really complicated today.|教育|EN
VOICE_4917|Looking for some 易种植的家庭植物.|家居|EN
VOICE_4918|How about visiting a local bookstore for some new titles?|生活|EN
VOICE_4919|每天一个 apple 还有 plenty of water，对我的健康有好处。|健康|ZH
VOICE_4920|我非常骄傲自己的小区有一个 community garden。|环保|ZH
VOICE_4921|Can my 宠物猫 eat dog food?|宠物|EN
VOICE_4922|我正在计划我的 study abroad 之旅。|教育|ZH
VOICE_4923|Taste the 芝麻大煎饼 in Tianjin when you're there, it's a legendary street food.|美食|EN
VOICE_4924|最近我在追一个 historical drama，故事情节很吸引人。|娱乐|ZH
VOICE_4925|我在 Amsterdam 的 canal cruise 中沉醉于城市的 peaceful atmosphere。|旅行|ZH
VOICE_4926|在你学习 new language 的时候你会用什么 tools？|教育|ZH
VOICE_4927|We should all strive to be 零垃圾 consumers.|环保|EN
VOICE_4928|Eating 鹌鹑蛋 is good for skin health.|健康|EN
VOICE_4929|我喜欢 Boho Chic 风格的装饰，感觉很自由。|家居|ZH
VOICE_4930|Recently我在追这个 drama 情节真是精彩！|娱乐|ZH
VOICE_4931|The chic dining room is decked out in 老式家具 for a vintage look.|家居|EN
VOICE_4932|Understanding different 学习风格 can help to promote personalized learning.|教育|EN
VOICE_4933|The most interesting 专业 at my school is marine biology.|教育|EN
VOICE_4934|The 面点 at that restaurant is top notch.|美食|EN
VOICE_4935|我正在使用 Rosetta Stone 学习日语。|教育|ZH
VOICE_4936|我注意到我有些Overweight，我正在制定减肥计划，重拾Balanced Diet。|健康|ZH
VOICE_4937|我感觉负责在 urban areas 推广 renewable energy 是很重要的。|环保|ZH
VOICE_4938|我在Petfinder.com找到了我要收养的宠物。|宠物|ZH
VOICE_4939|我去 visiting 弗洛伦萨的时候，最喜欢的地方是 Uffizi Gallery。|旅行|ZH
VOICE_4940|Should dogs and cats share the same 狗粮和猫粮?|宠物|EN
VOICE_4941|在我家的 courtyard 设置一些 outdoor seating 觉得如何？|家居|ZH
VOICE_4942|你觉得这个舞台剧的剧情如何？|娱乐|ZH
VOICE_4943|I just bought a 高脚杯, now I can enjoy my wine properly.|健康|EN
VOICE_4944|Last time at the 饺子 restaurant, I absolutely enjoyed the 美食.|美食|EN
VOICE_4945|I want to become a 医学 doctor to help people.|教育|EN
VOICE_4946|I noticed an increase in 海洋污染, should we advocate for stricter regulations?|环保|EN
VOICE_4947|宜家（IKEA）是我最喜欢的家具商店，因为我总能在那里找到 quality products。|家居|ZH
VOICE_4948|Have you visited the 新产品 exhibition?|工作|EN
VOICE_4949|我对参加 cooking class 感兴趣.|生活|ZH
VOICE_4950|The 学术硕士 provides more theoretical understanding, while the professional master gives more practical training.|教育|EN
VOICE_4951|你知道怎么给 rabbit hut 提供更温暖的环境吗？|宠物|ZH
VOICE_4952|Let’s plan a fun day filled with arts and crafts.|娱乐|EN
VOICE_4953|我觉得German shepherd是我见过的most loyal dog breed之一。|宠物|ZH
VOICE_4954|你觉得这门课程的 learning objectives 明确吗，如何改进？|教育|ZH
VOICE_4955|我正在考虑购买一款 multi-function 的烤箱，你有什么好的推荐吗？|家居|ZH
VOICE_4956|我最近参加了 dance class，发现它对我的体形有很好的改善。|健康|ZH
VOICE_4957|那家 restaurant 的 signature dish 是什么？|美食|ZH
VOICE_4958|猫咪的 paws 常常会受伤，需要时刻关注。|宠物|ZH
VOICE_4959|I enjoy attending live concerts whenever I can.|娱乐|EN
VOICE_4960|我无法坚持晨跑（Morning run），因为我不是早鸟。|健康|ZH
VOICE_4961|Let’s organize a karaoke night with some catchy 歌曲.|娱乐|EN
VOICE_4962|What's the ingredients of 羊肉串 in China?|美食|EN
VOICE_4963|Let's practice 瑜伽 at sunrise tomorrow.|健康|EN
VOICE_4964|你觉得我们应该投资于新的 technology 吗？|工作|ZH
VOICE_4965|我在图书馆准备我的 final exam，太多要记忆的知识点了。|教育|ZH
VOICE_4966|我正在考虑购买一款新的 front load 洗衣机。|家居|ZH
VOICE_4967|最近我在尝试制作自己的 podcast，分享我的故事。|娱乐|ZH
VOICE_4968|我正在 Coursera 上学习一个关于 machine learning 的课程。|教育|ZH
VOICE_4969|My 萌宠 is my best friend, she always makes me smile.|宠物|EN
VOICE_4970|I love exploring the beautiful 风景 in national parks.|旅行|EN
VOICE_4971|八宝饭 is the best dessert you can have after a Chinese meal.|美食|EN
VOICE_4972|Yesterday, I tried a new dish called 青椒肉丝. It's quite tasty.|美食|EN
VOICE_4973|I wish more buildings were designed with  绿色建筑 in mind.|环保|EN
VOICE_4974|我发现在 quiet environment里学习效果最好。|教育|ZH
VOICE_4975|我们家的狗狗有个Dog Pool，夏天时，它最喜欢在里面玩水。|宠物|ZH
VOICE_4976|I got a great deal on an antique 木制 柜子.|家居|EN
VOICE_4977|You should try picking 茶叶 - it's a fun experience!|家居|EN
VOICE_4978|I enjoy tasting different types of 葡萄酒 while abroad.|旅行|EN
VOICE_4979|I enjoy going to open mic nights to support local talent.|娱乐|EN
VOICE_4980|Our planet is also our home, let's protect it from 破坏 destruction.|环保|EN
VOICE_4981|为了方便取东西，我打算在书房中设置一个 Anthony Riser。|家居|ZH
VOICE_4982|我今天想和朋友一起去 drink cocktails 享受夜生活。|娱乐|ZH
VOICE_4983|我正在阅读关于 social psychology 的学术期刊，探究人的社会行为。|教育|ZH
VOICE_4984|煎炒烹炸 are the four major methods of Chinese cooking.|健康|EN
VOICE_4985|我们可以一起去参加一个 live quiz，展示我们的才智。|娱乐|ZH
VOICE_4986|我在尝试通过 family garden 重新连接自然，创造更绿色的生活环境。|环保|ZH
VOICE_4987| Urban Modern 的装修风格你见过吗？|家居|ZH
VOICE_4988|Let’s plan a road trip to attend a music festival.|娱乐|EN
VOICE_4989|Let’s一起去探索新的 bike trails.|生活|ZH
VOICE_4990| education system 应致力传授人们如何保护地球。|环保|ZH
VOICE_4991|最近我在尝试拍摄 vlog，记录我的日常生活。|娱乐|ZH
VOICE_4992|我喜欢 loft style 的家居布置，你们有任何相关的建议吗？|家居|ZH
VOICE_4993|We decided to start composting to reduce our 厨余 kitchen waste.|环保|EN
VOICE_4994|I’ve been trying to learn more about healthy 生活方式.|生活|EN
VOICE_4995|The 电饭锅 is a must in every Asian household.|家居|EN
VOICE_4996|I follow a 主食餐 for weight loss.|健康|EN
VOICE_4997|我们的目标是实现更高的 operational efficiency。|工作|ZH
VOICE_4998|My biology教育部门 offers great support and resources for students.|教育|EN
VOICE_4999|Whenever buying new appliances, consider the energy efficiency ratings. 能效标签 can guide you to make environment-friendly choices.|环保|EN
VOICE_5000|我计划这周末去试一下这个新开的 seafood restaurant。|美食|ZH
VOICE_5001|我最近刚装修完，选择了 Scandinavia 风格，你要不要来我家看看？|家居|ZH
VOICE_5002|我所需要的是一款 dry cleaning 的洗衣机。|家居|ZH
VOICE_5003|在课程上我们学习了 web development，很高兴看到我的网页在运作。|教育|ZH
VOICE_5004|I heard the 奶茶 shop in our street makes the best bubble tea.|美食|EN
VOICE_5005|我喜欢在 afternoon tea 时间品尝一些 pastries。|美食|ZH
VOICE_5006|My 学习团队 and I are working on a project.|教育|EN
VOICE_5007|I found a beautiful 古董 钟表 at the flea market this weekend.|家居|EN
VOICE_5008|We should 备份 all important documents to prevent loss.|教育|EN
VOICE_5009|I enjoy learning about different cultures through their cuisines.|旅行|EN
VOICE_5010|This 泰式按摩 spa is highly recommended by a friend of mine.|健康|EN
VOICE_5011|我正在为 SAT 复习，感觉很紧张。|教育|ZH
VOICE_5012|What kind of snacks can I give my 狗 without making it fat?|宠物|EN
VOICE_5013|deadline 是我们工作中需要严格遵守的。|工作|ZH
VOICE_5014|I had 拉面 for lunch today, it was so good.|美食|EN
VOICE_5015|How do you clean a 毛毡 area rug?|家居|EN
VOICE_5016|每次去 shopping mall 总是忍不住要吃上一份 waffles。|美食|ZH
VOICE_5017|My son's primary school offers 课外活动, like sports and arts and crafts.|教育|EN
VOICE_5018|Should I get my 龙猫 spayed?|宠物|EN
VOICE_5019|I'm excited to lead the 新的 team project.|工作|EN
VOICE_5020|我每天都在尝试 nutritious recipes 给我的家人。|美食|ZH
VOICE_5021|Just found out my 乌龟 can live to be over 100 years old!|宠物|EN
VOICE_5022|We might need a 电暖器 this winter.|家居|EN
VOICE_5023|I will be teaching 物理 in a renowned college.|教育|EN
VOICE_5024|到达 destination 之后，我们可以坐 local bus 或者 hire a car。|旅行|ZH
VOICE_5025|Let’s去尝试新的 dessert shop 吧.|生活|ZH
VOICE_5026|Solar-powered cars are a great way to reduce 汽车尾气.|环保|EN
VOICE_5027|加入 dance class有助于促进身心健康，更增加了乐趣。|健康|ZH
VOICE_5028|我添加了更多的 organic food 到我的饮食计划中。|健康|ZH
VOICE_5029|Her 幼儿园 offers several extracurricular activities for their students.|教育|EN
VOICE_5030|How about hosting a movie night with classic 电影?|娱乐|EN
VOICE_5031|每周I try to limit my use of 单用品, it helps reduce waste.|环保|EN
VOICE_5032|We are taking a field trip to a local历史博物馆 next month.|教育|EN
VOICE_5033|The 儿童房 needs to be kept tidy and clean at all times.|家居|EN
VOICE_5034|They have the best 麻团 at the 美食 festival this year.|美食|EN
VOICE_5035|我正在研究如何把我的旧衣服变成 Rag Rugs 以装饰厨房。|家居|ZH
VOICE_5036|你喜欢 resuce dog 还是从breeder手里买的狗狗？|宠物|ZH
VOICE_5037|What do you think这个 weekend 参加 food festival 如何？|生活|ZH
VOICE_5038|I love attending workshops to learn new artistic 技能.|娱乐|EN
VOICE_5039|Our school offers 留学 programs to students.|教育|EN
VOICE_5040|你觉得今天的天气怎么样 for a picnic?|生活|ZH
VOICE_5041|I found a small 麻辣香锅 restaurant around the corner. It's really delicious.|美食|EN
VOICE_5042|I enjoy relaxing on the 沙滩 with a good 书 during vacations.|旅行|EN
VOICE_5043|The best 美食 in the city is definitely the 小吃 from that small alley.|美食|EN
VOICE_5044|我最近加入了一个 yoga class，希望能同时提升我身体和心灵的健康。|健康|ZH
VOICE_5045|The 美食 in the city is really diverse, you can even get authentic 涮肉.|美食|EN
VOICE_5046|I have joined a 健身房 near my apartment.|健康|EN
VOICE_5047|We need to create a resource library for 教师.|教育|EN
VOICE_5048|我已经雇佣了一个专业的 Cleaning Service 来打扫我家的卫生。|家居|ZH
VOICE_5049|改用 low energy light bulbs，可以帮助节约能源。|环保|ZH
VOICE_5050|My 宿舍 mate plays great guitar.|教育|EN
VOICE_5051|滑雪 is fun and offers many health benefits, for example, it boosts cardiovascular health.|健康|EN
VOICE_5052|在网上看到一个好的recipe, 准备尝试一下。|美食|ZH
VOICE_5053|I'm craving 烧烤 for dinner. What about you?|美食|EN
VOICE_5054|Wouldn't it be great to live in a world free from 空气污染 air pollution?|环保|EN
VOICE_5055|I want to learn about the ancient ruins of 石头城 in Cambodia.|教育|EN
VOICE_5056|我确定我需要detoxification来提高身体新陈代谢。|健康|ZH
VOICE_5057|People in sales need to have good 沟通技巧.|工作|EN
VOICE_5058|在家中使用 green cleaning products ，对环保有很大帮助。|环保|ZH
VOICE_5059|Let’s explore the new art exhibit that just opened.|生活|EN
VOICE_5060|What’s your favorite travel destination for 放松?|旅行|EN
VOICE_5061|太阳能科技课上我们学习了 solar panels，我发现这个主题非常有趣。|教育|ZH
VOICE_5062|你觉得尝试 vegan food 是个好主意吗？|生活|ZH
VOICE_5063|The Korean 炸酱面 that we had last time was delicious.|美食|EN
VOICE_5064|The use of 电动公交 reduces air pollution in cities.|环保|EN
VOICE_5065|Can you help me find a good place to 志愿服务?|家居|EN
VOICE_5066|We need to ask for a 项目审查 before we continue.|工作|EN
VOICE_5067|我正在参加一个关于 mental health awareness 的研究项目。|教育|ZH
VOICE_5068|去 New York 一定要去看 Statue of Liberty 和 Times Square。|旅行|ZH
VOICE_5069|为了应对全球变暖，我们需要积极transition到 renewable energy。|环保|ZH
VOICE_5070|在 Bruges，伴着黄昏，我们漫步在城市的街道上。|旅行|ZH
VOICE_5071|看 TED talks 又是一种提升自己视野的方式。|教育|ZH
VOICE_5072|Let’s go on a walking tour to see the city’s highlights.|旅行|EN
VOICE_5073|It's really important to maintain a balanced 饮食.|健康|EN
VOICE_5074|Limit your intake of 糖分 to avoid high blood sugar.|健康|EN
VOICE_5075|The 春糖 festival last week was a lot of fun.|家居|EN
VOICE_5076|就去那家做照烧鸡肉 Japanese Ramen 的地方怎么样？|美食|ZH
VOICE_5077|I just love my new 指甲剪, it's so sharp and durable!|家居|EN
VOICE_5078|我在阅读一篇关于 quantum physics 的文章, 真的很有趣。|教育|ZH
VOICE_5079|The 汤包 from that old dim sum place is the best.|美食|EN
VOICE_5080|我正在寻找一款配备有 water filter 的冰箱，你们有什么推荐吗？|家居|ZH
VOICE_5081|你知道吗，动物农场 industry 对地球的污染程度相当于所有交通工具排放的二氧化碳综合。|环保|ZH
VOICE_5082|What’s the most interesting documentary you’ve watched recently?|娱乐|EN
VOICE_5083|I enjoy cooking meals with fresh 食材 from the market.|生活|EN
VOICE_5084|Let’s plan a picnic at the nearby 公园 with some friends.|生活|EN
VOICE_5085|My school's 成果预说 is a way to predict student outcomes.|教育|EN
VOICE_5086|我喜欢在 study room 放些 indoor plants，觉得很有生气。|家居|ZH
VOICE_5087|你觉得 city’s food tour 有意思吗？|生活|ZH
VOICE_5088|今晚我想和朋友一起去看 musical，感受音乐的魅力。|娱乐|ZH
VOICE_5089|在 Aoraki Mount Cook National Park，我遇见了理想中的风景。|旅行|ZH
VOICE_5090|我家的小猫在 scratching post 上磨爪子的样子很可爱。|宠物|ZH
VOICE_5091|我每天饭后都会进行20分钟的Walk。|健康|ZH
VOICE_5092|We have a 大衣柜 in our bedroom.|家居|EN
VOICE_5093| Portugal 的 highlight 之一对我来说是它 delicious seafood。|旅行|ZH
VOICE_5094|How about visiting a local 美术馆 this weekend?|生活|EN
VOICE_5095|I need a 壁挂电视 for my room.|家居|EN
VOICE_5096|我总觉得我家的 Persian cat 一天到晚都像个小公主。|宠物|ZH
VOICE_5097|My gym has a new 游泳治疗 class, helps with muscle soreness.|健康|EN
VOICE_5098|Make a difference by avoiding 一次性购物袋 single-use shopping bags.|环保|EN
VOICE_5099|We should analyze the data from the recent 学生 assessments.|教育|EN
VOICE_5100|我对 HomePod 的音效非常满意，你应该试试。|家居|ZH
VOICE_5101|Eating out too often can be detrimental to your 食物摄取丰富性.|健康|EN
VOICE_5102|Put the 板凳 against the wall in the hallway.|家居|EN
VOICE_5103|Whales are dying due to plastic pollution，我觉得我们应该做些什么。|环保|ZH
VOICE_5104|我在 Lima 的 seafood market 吃到了最 fresh 的海鲜，美味极了。|旅行|ZH
VOICE_5105|I have always dreamed of going to the 艾菲尔铁塔 in Paris.|教育|EN
VOICE_5106|为了保持健康，我会选择 organic food 来减少对身体的伤害。|健康|ZH
VOICE_5107|I captured a beautiful 红蜻蜓 in my yard today. How can I care for it?|宠物|EN
VOICE_5108|Let’s visit the beautiful 花园 in the city center.|旅行|EN
VOICE_5109|I can still taste the delicious 剁椒鱼头 we had last time.|美食|EN
VOICE_5110|如果你没什么装修想法，Pinterest 是一个寻找灵感的好地方。|家居|ZH
VOICE_5111|我从 One Kings Lane 购买的地毯将我的客厅变得更加温馨。|家居|ZH
VOICE_5112|你觉得这个新的 drama series 有趣吗？|娱乐|ZH
VOICE_5113|这次的 trip 是为了庆祝我的 birthday！|旅行|ZH
VOICE_5114|我试图控制 my portion sizes 来进行更健康的饮食。|健康|ZH
VOICE_5115|我父亲是一位很棒的 cook，他最擅长 stew beef。|美食|ZH
VOICE_5116|I hope能去体验一下新的 sushi restaurant.|生活|ZH
VOICE_5117|我今天想和朋友一起去 drink coffee 聊聊生活。|娱乐|ZH
VOICE_5118|我支持 Eco-friendly housing，它们对环境的影响很小。|环保|ZH
VOICE_5119|Where can I adopt a rescued 猫 in the city?|宠物|EN
VOICE_5120|今晚我打算和朋友一起去 karaoke，享受音乐的快乐。|娱乐|ZH
VOICE_5121|Do you want to join me for a fitness class this afternoon?|生活|EN
VOICE_5122|我们可以去参加一个 weekend workshop.|生活|ZH
VOICE_5123|我正在考虑给我家的宠物狗狗在 winter blanket 里做一个窝。|宠物|ZH
VOICE_5124|我在 research paper 中总结了一些有趣的案例。|教育|ZH
VOICE_5125|他是在一本 recipe book 上学会怎么做的泡菜。|美食|ZH
VOICE_5126|I try to avoid 糖饮料 as it aids in weight gain.|健康|EN
VOICE_5127|Do you want to share a plate of 宫保鸡丁 with me?|美食|EN
VOICE_5128|I’ve been trying to catch up on all the popular 电视剧.|娱乐|EN
VOICE_5129|我们去试一下新开的那家 bookstore 吧.|生活|ZH
VOICE_5130|我们今晚去 beach 看 sunset.|生活|ZH
VOICE_5131|有一定的mental care可以帮助保持良好的心理健康。|健康|ZH
VOICE_5132|Our annual meeting is scheduled at 五星级酒店 this year.|工作|EN
VOICE_5133|Climate change is happening, and we need to discuss how to reduce our 碳足迹 .|环保|EN
VOICE_5134|My 土拨鼠 loves to play in the playground, is it safe?|宠物|EN
VOICE_5135|The 红烧肉 at this place is so soft and flavorful, it just melts in your mouth.|美食|EN
VOICE_5136|Understanding different 教育理念 helps to craft a suitable learning environment.|教育|EN
VOICE_5137|My history 基础 was lacking and I struggled in that course.|教育|EN
VOICE_5138|The foodies suggested some great 羊肉烧烤 places.|美食|EN
VOICE_5139|我立下了健身目标，在 fitness app 上记录每一天的进度。|健康|ZH
VOICE_5140|If you have 高血压, salt intake should be limited.|美食|EN
VOICE_5141|在网课上学习了 time management，我觉得这对我非常有帮助。|教育|ZH
VOICE_5142|你对这次 team outing 有什么建议？|工作|ZH
VOICE_5143|我们都喜欢吃她做的blueberry muffins。|美食|ZH
VOICE_5144|我最喜欢的一个 trip 是我到 Portugal，那里的 beaches 是我见过最美的。|旅行|ZH
VOICE_5145|The 대학교 admissions process can be quite grueling and competitive.|教育|EN
VOICE_5146|我准备去 Pet Healthcare Center 帮狗狗做一次检查。|宠物|ZH
VOICE_5147|想要让你的家看起来更有格调吗？你可以试试在 eBay 上找一些 exclusive items。|家居|ZH
VOICE_5148|Who would have thought that a 青椒肉片 could taste so good?|美食|EN
VOICE_5149|Your 夹克 is on the coat rack.|家居|EN
VOICE_5150|I enjoy going to outdoor movie screenings during the summer.|娱乐|EN
VOICE_5151|我想去了解更多关于 vegan food.|生活|ZH
VOICE_5152|Just discovered a great place for buying 新鲜蔬菜 in bulk.|生活|EN
VOICE_5153|我尽量每天都吃一个Banana，因为它富含Potassium。|健康|ZH
VOICE_5154|Water-saving shower heads can reduce 家庭水浪费.|环保|EN
VOICE_5155|The 维修部门 is fixing the air-conditioner in our office.|工作|EN
VOICE_5156|Let’s visit a local historical site to learn about our past.|生活|EN
VOICE_5157|我正在寻找一款 stainless steel 的洗碗机，你有什么建议吗？|家居|ZH
VOICE_5158|我在写我的 chemistry lab report，但我在解释结果时遇到了困难。|教育|ZH
VOICE_5159|"打倒 ""fast fashion""，拥抱以 old clothes 制成的新设计。"|环保|ZH
VOICE_5160|我们的 goal setting 将直接影响到公司未来的发展。|工作|ZH
VOICE_5161|我读到的 health article 让我认识到健康饮食的重要性。|健康|ZH
VOICE_5162|I love waking up to the smell of 煎饼 in the morning.|美食|EN
VOICE_5163|我正在为公司撰写一本 employee handbook。|工作|ZH
VOICE_5164|Remember to make 膳食纤维 a part of your daily diet to regulate your digestion.|健康|EN
VOICE_5165|Do you want to join me for a late-night 小吃 run?|生活|EN
VOICE_5166|我希望能多花些时间在 self-care.|生活|ZH
VOICE_5167|近期我开始跟踪 calories intake 以控制我的膳食。|健康|ZH
VOICE_5168|Can we stop at 便利店, I need to buy something.|家居|EN
VOICE_5169|It's rewarding to see our 有机菜园 organic vegetable garden thrive.|环保|EN
VOICE_5170|The 油炸锅 can come in handy for a quick snack.|家居|EN
VOICE_5171|明天，我们在地理课上将学习 continental drift。|教育|ZH
VOICE_5172|I make 养乐多 a part of my everyday breakfast.|健康|EN
VOICE_5173|我正在考虑为我的 kitchen island 安装一些 Pendant lights。|家居|ZH
VOICE_5174|我建议这个社区应该建立一个 recycling center，以便居民可以把垃圾分类丢弃。|环保|ZH
VOICE_5175|我在 Dublin 的 pub 里度过了一个 unforgettable night，那里的 beer 特别好喝。|旅行|ZH
VOICE_5176|Plant trees，这是今年的环保主题。|环保|ZH
VOICE_5177|I like to pair my 麻辣虾 with a chilled beer, it's a great combination.|美食|EN
VOICE_5178|我想去 Dubai 的 desert safari，体验一下 Bedouin life。|旅行|ZH
VOICE_5179|We should paint our room with 蔚蓝色.|家居|EN
VOICE_5180|I enjoy making homemade snacks for movie nights.|生活|EN
VOICE_5181|Have you ever tried 抖音?|家居|EN
VOICE_5182|Do you have推荐的 healthy meal ideas？|生活|ZH
VOICE_5183|尽管我很累，但我把 presentation 完成了，我觉得很值得。|工作|ZH
VOICE_5184|我正在亚马逊上寻找一个新的适合我房间的 Comforter。|家居|ZH
VOICE_5185|Online courses have made 大学教育 accessible to all.|教育|EN
VOICE_5186|我看中了楼上邻居的 Terrace garden。|家居|ZH
VOICE_5187|我提前完成了我的 KPIs，我希望能得到一个 promotion。|工作|ZH
VOICE_5188|今年的 final exam 结果什么时候公布？|教育|ZH
VOICE_5189|Let's create a plan to support 学生 transitioning to higher education.|教育|EN
VOICE_5190|为了满足health and safety regulations，我在研究如何优化我们的工作场所.|工作|ZH
VOICE_5191|I love the 寿司 at this Japanese restaurant.|美食|EN
VOICE_5192|我想去参加一个 poetry reading，感受诗歌的魅力。|娱乐|ZH
VOICE_5193|我喜欢登录 Clean Air Act 网站，学习如何预防和控制空气污染。|环保|ZH
VOICE_5194|I'm planning to do some 游戏直播 this weekend.|家居|EN
VOICE_5195|Is it normal for my rabbit to eat its 粪便?|宠物|EN
VOICE_5196|Look! The 快乐的狗 is playing with a ball in the park.|宠物|EN
VOICE_5197|Let’s join a dance class to learn some new 舞步.|娱乐|EN
VOICE_5198|我已经组织了一个 travel group，你有兴趣吗？|旅行|ZH
VOICE_5199|There is a 端午龙舟赛 in Suzhou next week. Are you interested?|教育|EN
VOICE_5200|I just found a beautiful 手工艺品 shop nearby.|生活|EN
VOICE_5201|Do turtles make good 入门宠物?|宠物|EN
VOICE_5202|The school board decided to update the 教育政策 to accommodate online learning.|教育|EN
VOICE_5203|我准备开始一个 new workout program.|生活|ZH
VOICE_5204|你觉得这个新的 musical 的音乐如何？|娱乐|ZH
VOICE_5205|为了缓解压力，我会Participate in team sports。|健康|ZH
VOICE_5206|How to train a 恶作剧的狗?|宠物|EN
VOICE_5207|The 壁炉 is perfect for a cozy night in.|家居|EN
VOICE_5208|Can you recommend a good 宠物保险 company?|宠物|EN
VOICE_5209|I believe that education is the 灵魂 of our society.|教育|EN
VOICE_5210|I'm reviewing our assessment methods for better accuracy.|教育|EN
VOICE_5211|你打算带些什么到 picnic spot？|旅行|ZH
VOICE_5212|大豆 is a great source of protein for vegetarians.|美食|EN
VOICE_5213|Can you help me plan a weekend escape to the 城市?|家居|EN
VOICE_5214|在 Vatican City 里，我对 religious arts 有了更深一层的了解。|旅行|ZH
VOICE_5215|Should I allow my dog to sleep in his 小狗床 or my bed?|宠物|EN
VOICE_5216|我把我家小狗带到了Dog Park，让她和其他狗狗互动。|宠物|ZH
VOICE_5217|我在PuppyPad Training我家的小狗狗，希望她可以学会自己上厕所。|宠物|ZH
VOICE_5218|The specialty dish at this place is 烤鱼. I highly recommend it.|美食|EN
VOICE_5219|I hope能去参加一个 fashion show 了解流行趋势。|娱乐|ZH
VOICE_5220|Do you know a good place for 刨冰?|美食|EN
VOICE_5221|房子里有一个 cat scratching post 可以防止猫咪抓坏家具。|宠物|ZH
VOICE_5222|Recently我对学习营养学特别感兴趣.|生活|ZH
VOICE_5223|Have you read the 最新版 of this magazine?|教育|EN
VOICE_5224|When in Rome, live as the Romans do; when in China, try 火锅.|美食|EN
VOICE_5225|My 成绩 have improved since I started studying more regularly.|教育|EN
VOICE_5226|我正在考虑在客厅中设置一个 Indoor Fountain。|家居|ZH
VOICE_5227|Just got a 电源插座 installed in my workspace, it's really convenient!|家居|EN
VOICE_5228|I just finished a 10km run, my 身体 feels awesome!|健康|EN
VOICE_5229|The 香肠慈心菜 at the restaurant just melts in your mouth.|美食|EN
VOICE_5230|What’s your favorite type of 旅游活动 when exploring new places?|旅行|EN
VOICE_5231|You must try 拉面, it's the perfect comfort food.|美食|EN
VOICE_5232|I'm taking an extra 锻炼课 to fulfill my graduation requirements.|教育|EN
VOICE_5233|Use 环保 cleaning products that do not harm the environment.|环保|EN
VOICE_5234|我真希望所有的课程都能像 Khan Academy 那样。|教育|ZH
VOICE_5235|我计划在家做一些 small DIY projects.|生活|ZH
VOICE_5236|我向来喜欢 a bit rustic 的装饰风格，你呢？|家居|ZH
VOICE_5237|We need to 解决 this issue before it exacerbates.|工作|EN
VOICE_5238|My new iPhone's 摄像功能 is really good, takes amazing photos.|工作|EN
VOICE_5239|Let’s check out that new 美食 truck at the market.|生活|EN
VOICE_5240|我喜欢 rainwater harvesting，因为这既能节约水资源，又能保护环境。|环保|ZH
VOICE_5241|我花了一些时间参与 wildlife protection projects。|环保|ZH
VOICE_5242|这个冬天我们可以去滑雪 in the mountains.|生活|ZH
VOICE_5243|我们可以一起去看 movie marathon.|生活|ZH
VOICE_5244|通过 solar panels 可以有效的利用太阳能，转变为我们日常生活中所需的电能。|环保|ZH
VOICE_5245|我喜欢在海滩上 relax 听海浪的声音。|旅行|ZH
VOICE_5246|今晚我去 neighborhood 跑步.|生活|ZH
VOICE_5247|Adopted a 宠物狗 from the shelter today, any tips for first-time dog owners?|宠物|EN
VOICE_5248|我们今天在数学课上学习了 Pythagorean theorem，真的很有挑战性。|教育|ZH
VOICE_5249|The 薯条 here have a crunchy exterior and a soft inside, just the way I like them.|美食|EN
VOICE_5250|My 衣帽间 is filled with clothes from many different seasons.|家居|EN
VOICE_5251|我并不反感 vegetarian food，只是觉得不够丰满。|美食|ZH
